smiles_list,Drug_ID,Drug Name,distance_to_cluster_centriod
CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,SmallMolecule_279,Clindamycin,0.02597629175582028
C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)N)NC(=O)[C@H](CCN)O)O,SmallMolecule_979,Plazomicin,0.02611697793616341
CC(C)(C)C(=O)OCOP(=O)(COC1(CC1)Cn2cnc3c2nc(nc3)N)OCOC(=O)C(C)(C)C,SmallMolecule_143,Besifovir,0.02615540143154893
C=C1[C@H](C[C@@H]([C@H]1CO)O)n2cnc3c2nc([nH]c3=O)N,SmallMolecule_432,Entecavir,0.02654808199944625
c1cn(c(=O)nc1N)[C@H]2CC[C@H](O2)CO,SmallMolecule_1327,Zalcitabine,0.02694244031817128
CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C,SmallMolecule_938,Paxlovid,0.02697112449606487
Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC3OCCO3,SmallMolecule_390,Doxofylline,0.027187544232491256
c1nc2c(nc(nc2n1[C@@H]3C[C@@H](C=C3)CO)N)NC4CC4,SmallMolecule_1,Abacavir,0.02728565257157156
C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,SmallMolecule_450,Eribulin,0.027380710283899434
CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,SmallMolecule_721,Lovastatin,0.02761341337437173
CCN[C@H]1CN(S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)CCCOC,SmallMolecule_169,Brinzolamide,0.02765708472391959
CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C,SmallMolecule_1137,Spinosad,0.02771259102892132
CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,SmallMolecule_1151,Sunitinib,0.02793077302095459
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO)O)N=CNC[C@H]2O,SmallMolecule_950,Pentostatin,0.027990110732971085
c1c(c(c(cc1Br)Br)N)CN[C@H]2CC[C@@H](CC2)O,SmallMolecule_50,Ambroxol,0.028129213843652634
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,SmallMolecule_1117,Simvastatin,0.028210830856380098
c1cn(c(=O)nc1N)[C@@H]2CS[C@@H](O2)CO,SmallMolecule_654,Lamivudine,0.028264997717834306
CC(C)Nc1nc2cc(c(cc2n1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)Cl)Cl,SmallMolecule_739,Maribavir,0.028547166878462038
CC(C)c1cc2c(cc1S(=O)(=O)O)[C@]3(CCC[C@@]([C@@H]3CC2)(C)C(=O)O)C,SmallMolecule_403,Ecabet,0.028623035522592155
C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CS[C@@H]4C[C@H]5CC[C@@H](C4)N5C)C,SmallMolecule_1045,Retapamulin,0.02864847795202563
CC(=O)OCC(CCn1cnc2c1nc(nc2)N)COC(=O)C,SmallMolecule_481,Famciclovir,0.028717657671027963
CCC(C)(C)c1ccc(cc1)CC(C)CN2C[C@H](O[C@H](C2)C)C,SmallMolecule_63,Amorolfine,0.029106242681605554
CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,SmallMolecule_160,Boceprevir,0.02948789003420116
CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)c5cnccn5,SmallMolecule_1181,Telaprevir,0.02950316657107044
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O,SmallMolecule_996,Pravastatin,0.029664536940065434
c1nc(nc(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)N,SmallMolecule_324,Decitabine,0.029846884577096167
C[C@H](Cn1cnc2c1ncnc2N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,SmallMolecule_1193,Tenofovir,0.03017432340584114
c1cn(c(=O)nc1N)[C@H]2CO[C@H](S2)CO,SmallMolecule_85,Apricitabine,0.03039243168677852
CC(C)[C@@H](C(=O)OCC(CO)OCn1cnc2c1[nH]c(nc2=O)N)N,SmallMolecule_1288,Valganciclovir,0.0303992846886727
Cn1c(cc(=O)n(c1=O)C)NCCN(CCCc2ccc(cc2)[N+](=O)[O-])CCO,SmallMolecule_863,Nifekalant,0.03042823107689452
CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)NC(=N)N)NC(=O)C,SmallMolecule_952,Peramivir,0.030625505026512068
CCc1ccc(cc1)Cc2ccc3c(c2)[C@]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC3,SmallMolecule_1226,Tofogliflozin,0.030709089335256845
CCC1=C[C@@H]2[C@H](C1)C[C@@]2(CC(=O)O)CN,SmallMolecule_797,Mirogabalin,0.03074043107357327
CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)NC(=N)N,SmallMolecule_1330,Zanamivir,0.030788943089433807
Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],SmallMolecule_1332,Zidovudine,0.0308810017528105
CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O)C,SmallMolecule_565,Ginsenoside,0.030911750338476596
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c1ncnc2N)OCOC(=O)C(C)(C)C,SmallMolecule_24,Adefovir,0.03106948196391668
Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)O)N=[N+]=[N-],SmallMolecule_963,Phosphazid,0.0311583397048929
C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,SmallMolecule_7,Acarbose,0.031232458932665352
C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@@H]3c4cc5c(cc4[C@H]([C@@H]6[C@@H]3COC6=O)c7cc(c(c(c7)OC)O)OC)OCO5)O)O,SmallMolecule_469,Etoposide,0.03125322022850463
c1cn(c(=O)[nH]c1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4ccc(=O)[nH]c4=O)O)O)O)O,SmallMolecule_367,Diquafosol,0.031322462713954224
c1c(c2c([nH]1)c(=O)nc[nH]2)[C@H]3[C@@H]([C@@H]([C@H](N3)CO)O)O,SmallMolecule_531,Forodesine,0.03140925323326871
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,SmallMolecule_992,Pramiracetam,0.03158894922544819
Cc1cn(c(=O)[nH]c1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,SmallMolecule_1182,Telbivudine,0.03187731650453374
CCN[C@H]1C[C@@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,SmallMolecule_382,Dorzolamide,0.031881662688309054
c1nc(nn1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,SmallMolecule_1049,Ribavirin,0.03210119809024026
Cc1/c/2c/c3n/c(c\c4c(c(c/5n4[Fe]n2/c(/c1CCC(=O)O)c\c6n/c(c5)/C(=C6CCC(=O)O)C)C=C)C)/C(=C3C)C=C,SmallMolecule_583,Heme,0.03214685989605104
C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O,SmallMolecule_827,Mupirocin,0.0321650555384817
Cc1c2c(oc1S(=O)(=O)[O-])-c3ccc4c(c3C(=O)C2=O)CCCC4(C)C,SmallMolecule_1149,Sulfotanshinone,0.0322049648853594
COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,SmallMolecule_369,Diroximel,0.032295075598954615
CC(C)COC(=O)OCN1C(=O)CN(CC1=O)CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C,SmallMolecule_1123,Sobuzoxane,0.032312762967615205
c1c(c(nc(=O)n1[C@@H]2CS[C@@H](O2)CO)N)F,SmallMolecule_424,Emtricitabine,0.03244126757769772
CCCc1c2c(cc3c1oc(cc3=O)C(=O)O)c(=O)cc(n2CC)C(=O)O,SmallMolecule_846,Nedocromil,0.032636698633118466
c1cc2c(cc1F)CC[C@@H](O2)[C@H](CNC[C@@H]([C@@H]3CCc4cc(ccc4O3)F)O)O,SmallMolecule_844,Nebivolol,0.03263941035300322
c1nc2c(=O)[nH]c(nc2n1COCCO)N,SmallMolecule_15,Aciclovir,0.03292014845286584
CCCCCCCC(=O)OC[C@H]([C@H]([C@H]1[C@@H]([C@H](C=C(O1)C(=O)O)NC(=N)N)NC(=O)C)OC)O,SmallMolecule_657,Laninamivir,0.03322981386626933
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,SmallMolecule_965,Pilocarpine,0.03331333545767046
c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F)N,SmallMolecule_514,Fludarabine,0.03352373441789269
COc1cc(cc(c1OC)OC)[C@@H]2c3cc4c(cc3[C@@H]([C@@H]5[C@@H]2C(=O)OC5)O)OCO4,SmallMolecule_981,Podofilox,0.03358376614543679
C1CCC(CC1)N2C(=O)C(C(=O)N(C2=O)C3CCCCC3)C(=O)NCC(=O)O,SmallMolecule_316,Daprodustat,0.03403884891270936
c1c(nc(s1)NC(=N)N)CSCCC(=N)NS(=O)(=O)N,SmallMolecule_482,Famotidine,0.03432744913291197
CCCCCCC(C)(C)c1cc(c2c(c1)OC([C@H]3[C@H]2CC(=O)CC3)(C)C)O,SmallMolecule_829,Nabilone,0.03433586055116511
Cn1c(=O)n(c(=O)c2c1ncn2CC(=O)O)C,SmallMolecule_1148,Sulfolase,0.0344067735102791
CCn1c(c(c(=O)[nH]c1=O)C(C)C)C(=O)c2cc(cc(c2)C#N)C,SmallMolecule_8,Acc007,0.034595325230611595
COc1c2c(nc(n1)N)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O,SmallMolecule_847,Nelarabine,0.03459611815746666
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(c1=O)C,SmallMolecule_951,Pentoxifylline,0.034771200212956654
c1nc2c(n1COC(CO)CO)[nH]c(nc2=O)N,SmallMolecule_554,Ganciclovir,0.03503936669392904
c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)I,SmallMolecule_604,Idoxuridine,0.03547781619711998
Cc1nc(cs1)/C=C(\C)/[C@@H]2C[C@H]3[C@](O3)(CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)N2)O)(C)C)C)O)C)C,SmallMolecule_643,Ixabepilone,0.035741888657225496
C1CN2CCN(CCN3CCN1CC(=O)O[Gd](OC(=O)C2)OC(=O)C3)[C@H](CO)[C@@H](CO)O,SmallMolecule_551,Gadobutrol,0.03579413437822687
CCCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@@H]3[C@@H](C3(C)C)CN2C(=O)[C@H](C(C)(C)C)NC(=O)NC4(CCCCC4)CS(=O)(=O)C(C)(C)C,SmallMolecule_842,Narlaprevir,0.03583230296901885
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)(C)F)C)O)(C)O,SmallMolecule_522,Flurithromycin,0.03584339604853659
Cc1cn(c(=O)[nH]c1=O)[C@H]2C=C[C@H](O2)CO,SmallMolecule_1140,Stavudine,0.03599816745659001
c1nc(c(n1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)N,SmallMolecule_806,Mizoribine,0.036084451992233535
C1CSC(=O)C1NC(=O)CSCC(=O)O,SmallMolecule_449,Erdosteine,0.03610632231537292
CCCN(CCC)CCc1cccc2c1CC(=O)N2,SmallMolecule_1076,Ropinirole,0.03641943413102766
CCCCCc1cc(c2c(c1)OC([C@H]3[C@H]2C=C(CC3)C)(C)C)O,SmallMolecule_393,Dronabinol,0.036956086055668025
Cc1cc(n(c(=O)c1)O)C2CCCCC2,SmallMolecule_258,Ciclopirox,0.037064825644886445
Cc1cn(c(=O)[nH]c1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)F,SmallMolecule_278,Clevudine,0.03740197954735036
CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,SmallMolecule_116,Azithromycin,0.038290400641918576
c1nc2c(nc(nc2n1[C@H]3C[C@@H]([C@H](O3)CO)O)Cl)N,SmallMolecule_274,Cladribine,0.03841629993147966
Cc1c(c(c(c2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C3=C(CCCC3(C)C)C)C,SmallMolecule_1224,Tocoretinate,0.038428750758412344
c1c(ccc(c1)OC(=O)[C@H]2CC[C@@H](CC2)CN)CCC(=O)O,SmallMolecule_250,Cetraxate,0.03864614390829546
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,SmallMolecule_56,Amikacin,0.03865127982423555
C[C@@H]1[C@H]([C@H]([C@@H](O1)n2cc(c(=O)[nH]c2=O)F)O)O,SmallMolecule_389,Doxifluridine,0.03882002454557287
C1C[C@H]([C@H](O[C@@H]1CN)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)NC(=O)[C@H](CCN)O)N)N,SmallMolecule_87,Arbekacin,0.03916886181600965
CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)OC(=O)CCN(C)C,SmallMolecule_294,Colforsin,0.03951917505980396
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,SmallMolecule_275,Clarithromycin,0.04017614943455472
C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,SmallMolecule_348,Dexrazoxane,0.04039464926402381
c1c(nc[nH]1)CCNC(=O)CCCC(=O)O,SmallMolecule_614,Imidazolyl,0.0404048384695842
Cc1c(nc[nH]1)CSCCN/C(=N\C#N)/NC,SmallMolecule_263,Cimetidine,0.040600399608055726
CCCN(CCc1cccs1)[C@H]2CCc3c(cccc3O)C2,SmallMolecule_1080,Rotigotine,0.041314079753685506
CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,SmallMolecule_1147,Sulbactam,0.04186331773418939
Cc1nc(cs1)/C=C(\C)/[C@@H]2C/C=C(\CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)O2)O)(C)C)C)O)C)/C,SmallMolecule_334,Depoxythilone,0.041995776121266704
CCCCCCCC(=O)CC[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)OC(C)C)O)O,SmallMolecule_632,Isopropyl,0.04453922053217396
c1nc(nc(=O)n1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,SmallMolecule_110,Azacitidine,0.04511026674295027
CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,SmallMolecule_602,Idebenone,0.04732034212260938
c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,SmallMolecule_283,Clofarabine,0.049188397868809575
CCCCCc1cc(c(c(c1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,SmallMolecule_202,Cannabidiol,0.049435475227657566
CCCCCc1cc(c(c(c1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,SmallMolecule_830,Nabiximols,0.049435475227657566
CCCCCCCCc1ccc(cc1)CCC(CO)(CO)N,SmallMolecule_508,Fingolimod,0.0506899962984082
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,SmallMolecule_206,Captopril,0.05110841645816222
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,SmallMolecule_600,Icosapent,0.05974759711967714
