smiles_list,Drug_ID,Drug Name,distance_to_cluster_centriod
C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)n2ccc(=O)[nH]c2=O)(C)F)O)Oc3ccccc3,SmallMolecule_1125,Sofosbuvir,0.017006746786481952
Cc1ncn(n1)c2c3c(c(cn2)OC)c(cn3COP(=O)(O)O)C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5,SmallMolecule_541,Fostemsavir,0.01704705861674405
CCOc1cc(c(cc1C(=O)NCC2CN(CCO2)Cc3ccc(cc3)F)Cl)N,SmallMolecule_823,Mosapride,0.017148404486872604
CC#CC(=O)N1CC[C@H](C1)n2c3c(c(ncn3)N)n(c2=O)c4ccc(cc4)Oc5ccccc5,SmallMolecule_1217,Tirabrutinib,0.01731023683717625
c1ccc(c(c1)[C@@H](C(=O)NC2CC(C2)(F)F)N(c3cc(cnc3)F)C(=O)[C@@H]4CCC(=O)N4c5cc(ccn5)C#N)Cl,SmallMolecule_642,Ivosidenib,0.01732048710510614
CN1CCN(CC1)c2ccc(c(c2)NC3CCOCC3)C(=O)Nc4c5cc(ccc5[nH]n4)Cc6cc(cc(c6)F)F,SmallMolecule_434,Entrectinib,0.01733353410563565
Cc1ccccc1S(=O)(=O)NC(=O)c2ccc(c(c2)OC)Cc3cn(c4c3cc(cc4)NC(=O)OC5CCCC5)C,SmallMolecule_1326,Zafirlukast,0.017416320362358628
CCc1c(nc(c(n1)C(=O)N)Nc2ccc(c(c2)OC)N3CCC(CC3)N4CCN(CC4)C)NC5CCOCC5,SmallMolecule_564,Gilteritinib,0.01744779518478279
CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5,SmallMolecule_871,Nintedanib,0.0174482249524478
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5Cc6c7c(cccc7[nH]c6Br)C5=C4)C)O,SmallMolecule_173,Bromocriptine,0.017477039026569274
CCOc1c(cc2c(c(cnc2c1)C#N)Nc3cc(c(cc3)OCc4ncccc4)Cl)NC(=O)/C=C/[C@@H]5N(CCC5)C,SmallMolecule_1013,Pyrotinib,0.01756840161606299
Cc1c(cnc(n1)C)OC[C@]2(C[C@H]2C(=O)Nc3ccc(cn3)F)c4cccc(c4)F,SmallMolecule_670,Lemborexant,0.01761630595955954
C[C@@]1(Cn2cc(nc2O1)[N+](=O)[O-])COc3ccc(cc3)N4CCC(CC4)Oc5ccc(cc5)OC(F)(F)F,SmallMolecule_330,Delamanid,0.01762332917143994
CCC1=C[C@H]2C[C@@](c3c(c4ccccc4[nH]3)C[N@](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CCN9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC,SmallMolecule_1312,Vinorelbine,0.017634682682702407
CC(C)(c1ccccc1CC[C@H](c2cccc(c2)/C=C/c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)O)O,SmallMolecule_819,Montelukast,0.017802378402085872
COc1cccc(c1)N2CCN(CC2)C3=Nc4c(cccc4F)[C@@H](N3c5cc(ccc5OC)C(F)(F)F)CC(=O)O,SmallMolecule_675,Letermovir,0.017803060377376667
CCN1CCN(CC1)c2ccc(cc2)Nc3cc(ncn3)N(C)C(=O)Nc4c(c(cc(c4Cl)OC)OC)Cl,SmallMolecule_624,Infigratinib,0.0179673057306724
C=CC(=O)N1CCC[C@H](C1)n2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N,SmallMolecule_596,Ibrutinib,0.018051497038567788
CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5,SmallMolecule_620,Indinavir,0.018205968652502347
COc1c(ccc2c1N=C(N3C2=NCC3)NC(=O)c4cnc(nc4)N)OCCCN5CCOCC5,SmallMolecule_298,Copanlisib,0.018449796549690034
Cn1cc2c3c1cccc3[C@H]4C[C@H](CN([C@@H]4C2)C)CNC(=O)OCc5ccccc5,SmallMolecule_763,Metergoline,0.018512770513273824
C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3c2NCC(C3)C,SmallMolecule_88,Argatroban,0.018524335579466755
CC(C)COc1ccc(cc1)CNC(=O)N(Cc2ccc(cc2)F)C3CCN(CC3)C,SmallMolecule_967,Pimavanserin,0.018567036051286623
CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@@H](Cc2cc(c(cc2F)F)F)N,SmallMolecule_475,Evogliptin,0.01871956230290206
CC(C)OC(=O)CNc1cccc(n1)CN(Cc2ccc(cc2)n3cccn3)S(=O)(=O)c4cccnc4,SmallMolecule_900,Omidenepag,0.018727628888135617
CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc3ccccc3)NC(=O)OCc4cncs4)Cc5ccccc5,SmallMolecule_290,Cobicistat,0.018731792910532286
CCOCCn1c2ccccc2nc1C3CCN(CC3)CCc4ccc(cc4)C(C)(C)C(=O)O,SmallMolecule_153,Bilastine,0.01884215589431837
CC(C)(C)[C@@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C3CC3)Oc4c5cc(ccc5c(cn4)OC)Cl)NC(=O)OC(C)(C)C,SmallMolecule_96,Asunaprevir,0.018878989458634976
CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)c3cn4c5ccc(cc5sc4n3)OCCN6CCOCC6,SmallMolecule_1019,Quizartinib,0.018969097071615537
Cc1c2c(c(n(c1=O)C)Nc3ccc(cc3F)I)c(=O)n(c(=O)n2c4cccc(c4)NC(=O)C)C5CC5,SmallMolecule_1239,Trametinib,0.018983311747527987
CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@@H]5C[C@@H]6c7cccc8c7c(c[nH]8)C[C@H]6N(C5)C,SmallMolecule_361,Dihydroergocristine,0.018994883310627042
C[C@H](C(C)C)[C@]1(CC[C@@]2([C@H]3CC[C@H]4[C@]5(COC[C@]4(C3=CC[C@]2([C@@H]1C(=O)O)C)C[C@H]([C@@H]5OC[C@@](C)(C(C)(C)C)N)n6c(ncn6)c7ccncc7)C)C)C,SmallMolecule_595,Ibrexafungerp,0.018996156868112513
CCOc1cc(c(cc1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N,SmallMolecule_266,Cinitapride,0.01911049648470664
Cc1c(cccc1O)C(=O)N[C@@H](CSc2ccccc2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,SmallMolecule_848,Nelfinavir,0.01916970171289567
COC(=O)Nc1c(nc(nc1N)c2c3cc(cnc3n(n2)Cc4ccccc4F)F)N,SmallMolecule_1302,Vericiguat,0.019181168550063465
CC[C@@]12CCCN3[C@@H]1c4c(c5ccccc5n4C(=C2)C(=O)OCC)CC3,SmallMolecule_1313,Vinpocetine,0.019236241007583588
CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccccc5c4CCNC(C)C)O,SmallMolecule_129,Belotecan,0.01925527384830472
CS(=O)(=O)c1cccc(c1)C[C@@H](C(=O)O)NC(=O)c2c(cc3c(c2Cl)CCN(C3)C(=O)c4ccc5ccoc5c4)Cl,SmallMolecule_695,Lifitegrast,0.019383242223176222
CCCCCCOC(=O)/N=C(\c1ccc(cc1)NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4)/N,SmallMolecule_307,Dabigatran,0.01938974275938976
C[C@H]1CN(CC[C@@]1(C)c2cccc(c2)O)C[C@H](Cc3ccccc3)C(=O)NCC(=O)O,SmallMolecule_47,Alvimopan,0.01945060996769632
CC1(OC[C@H](O1)COC(=O)CCc2ccc(cc2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C,SmallMolecule_656,Landiolol,0.019626709126348008
C[C@@H]1[C@@H](C[C@@H](C(=O)N1CC(F)(F)F)NC(=O)c2cc3c(nc2)C[C@@]4(C3)c5cccnc5NC4=O)c6ccccc6,SmallMolecule_1270,Ubrogepant,0.019738391830311897
c1cc(ccc1NC(=O)c2cc(c(nc2)N3CC[C@H](C3)O)c4ccn[nH]4)OC(F)(F)Cl,SmallMolecule_94,Asciminib,0.019781343990199263
CN(C(=O)N[C@H]1CC[C@@H](CC1)CCN2CCN(CC2)c3c(c(ccc3)Cl)Cl)C,SmallMolecule_212,Cariprazine,0.019790230533859088
CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2C34)C)OC)COC(=O)c5cc(cnc5)Br,SmallMolecule_858,Nicergoline,0.019817840046361668
CC(=O)Oc1cc2c(s1)CCN(C2)C(c3ccccc3F)C(=O)C4CC4,SmallMolecule_995,Prasugrel,0.019830643030773976
Cc1cc(n(n1)c2ccccc2)N3CCN(CC3)[C@H]4C[C@H](NC4)C(=O)N5CCSC5,SmallMolecule_1192,Teneligliptin,0.019844379404530432
CCOc1cc(ccc1C(=O)O)CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3,SmallMolecule_1043,Repaglinide,0.0198899827481982
CCn1c2cc(ncc2cc(c1=O)c3cc(c(cc3Br)F)NC(=O)Nc4ccccc4)NC,SmallMolecule_1063,Ripretinib,0.01993370695893948
CCCCC1(CN(c2cc(c(cc2S(=O)(=O)C1)OCC(=O)N[C@H](c3ccccc3)C(=O)NCC(=O)O)SC)c4ccccc4)CCCC,SmallMolecule_417,Elobixibat,0.019993778970435416
CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)c2ccccc2)OC(=O)N,SmallMolecule_487,Febarbamate,0.02004078648663099
COc1cc2c(cc1C(=O)N)c(ccn2)Oc3ccc(c(c3)Cl)NC(=O)NC4CC4,SmallMolecule_672,Lenvatinib,0.02006554247377479
CC\1=NN(C(=O)/C1=N\Nc2cccc(c2O)c3ccc(o3)C(=O)O)c4ccc5c(c4)CC5,SmallMolecule_585,Hetrombopag,0.0201146537051623
C=CC(=O)N1CCC(CC1)[C@@H]2CCNc3n2nc(c3C(=O)N)c4ccc(cc4)Oc5ccccc5,SmallMolecule_1331,Zanubrutinib,0.020218537345958243
CC[C@@H]1CN(C[C@@H]1c2cnc3n2c4cc[nH]c4nc3)C(=O)NCC(F)(F)F,SmallMolecule_1280,Upadacitinib,0.020224197832670154
Cc1ccnc(c1n2c3c(cc(c(n3)c4c(cccc4F)O)F)c(nc2=O)N5CCN(C[C@@H]5C)C(=O)C=C)C(C)C,SmallMolecule_1134,Sotorasib,0.02025232707433755
CN1c2ccccc2C(c3ccc(cc3S1(=O)=O)Cl)NCCCCCCC(=O)[O-],SmallMolecule_1207,Tianeptine,0.02027274445015803
Cc1cccc(c1N(CC(=O)Nc2ccc(cc2)c3ncon3)C(=O)C4CCS(=O)(=O)CC4)C,SmallMolecule_51,Amenamevir,0.020349612166632225
CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCc3cccs3)COC,SmallMolecule_1145,Sufentanil,0.02035187281762396
CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)C(=O)OC(C)OC(=O)OC5CCCCC5)C(C)(C)O,SmallMolecule_889,Olmesartan,0.020413695241716212
COc1cc2c(cc1NC(=O)/C=C/CN3CCCCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,SmallMolecule_310,Dacomitinib,0.020468517730627966
CCOC(=O)Nc1ccc2c(c1)N(c3ccccc3S2)C(=O)CCN4CCOCC4,SmallMolecule_820,Moracizine,0.020508707053314423
Cc1c(sc(n1)NC(=O)N2CCC[C@H]2C(=O)N)c3ccnc(c3)C(C)(C)C(F)(F)F,SmallMolecule_43,Alpelisib,0.02052579149535616
Cc1nnc(n1[C@@H]2C[C@H]3CC[C@@H](C2)N3CC[C@@H](c4ccccc4)NC(=O)C5CCC(CC5)(F)F)C(C)C,SmallMolecule_738,Maraviroc,0.020529583050454714
COc1cc(ccc1O)[C@@H]2[C@H](Oc3ccc(cc3O2)[C@@H]4[C@H](C(=O)c5c(cc(cc5O4)O)O)OC(=O)CCC(=O)[O-])COC(=O)CCC(=O)[O-],SmallMolecule_1115,Silibinin,0.020552434613782866
Cc1cc(cc(c1C[C@@H](C(=O)N(Cc2ccc(c(c2)C(=O)O)OC)[C@@H](C)c3[nH]cc(n3)c4ccccc4)N)C)C(=O)N,SmallMolecule_420,Eluxadoline,0.020611226118702808
CCOC(=O)[C@H](Cc1ccc(cc1)c2cc(nc(n2)N)O[C@H](c3ccc(cc3n4ccc(n4)C)Cl)C(F)(F)F)N,SmallMolecule_1185,Telotristat,0.020612056521702726
c1ccc2c(c1)c(n[nH]c2=O)Cc3ccc(c(c3)C(=O)N4CCN(CC4)C(=O)C5CC5)F,SmallMolecule_886,Olaparib,0.020615223798985505
CN(c1c(nc(nc1N)c2c3cccnc3n(n2)Cc4ccccc4F)N)C(=O)OC,SmallMolecule_1061,Riociguat,0.020628077425161262
CC(C)[C@@H](C(=O)N1CCC[C@H]1c2[nH]cc(n2)c3ccc4cc(ccc4c3)c5ccc6c(c5)nc([nH]6)[C@@H]7CCCN7C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,SmallMolecule_1033,Ravidasvir,0.020658481806997697
C[C@H](c1cccc2c1cccc2)N[C@H]3CCN(C3)c4ccc(cc4)CC(=O)O,SmallMolecule_474,Evocalcet,0.020665130564188727
CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,SmallMolecule_1040,Remifentanil,0.020730012059998026
Cc1cc(c(cc1C2CCNCC2)OC(C)C)Nc3ncc(c(n3)Nc4ccccc4S(=O)(=O)C(C)C)Cl,SmallMolecule_248,Ceritinib,0.020762489305192422
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCc3ccccc3N(C2=O)CC(=O)O,SmallMolecule_133,Benazepril,0.020827193235048114
COc1cc(cc(c1OC)OC)C(=O)NC2CCCNC2,SmallMolecule_1264,Troxipide,0.020906368021012534
CCCN1C[C@H](C[C@H]2[C@H]1Cc3cccc(c3C2)O)NS(=O)(=O)N(CC)CC,SmallMolecule_1016,Quinagolide,0.02094017758306921
c1cc(c(cc1C(=O)Nc2c(cncc2Cl)Cl)OCC3CC3)OC(F)F,SmallMolecule_1072,Roflumilast,0.020986304631895103
CC#CC(=O)N1CCC[C@H]1c2nc(c3n2ccnc3N)c4ccc(cc4)C(=O)Nc5ccccn5,SmallMolecule_5,Acalabrutinib,0.020989989740901716
Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NCCCC(=O)O)c4cccc(c4F)OC,SmallMolecule_412,Elagolix,0.021010270065380032
c1cc(oc1)CS(=O)CC(=O)NC/C=C\COc2cc(ccn2)CN3CCCCC3,SmallMolecule_653,Lafutidine,0.021024354550306712
CCCCC1(CN(c2cc(c(cc2S(=O)(=O)N1)OCC(=O)N[C@H](c3ccc(cc3)O)C(=O)N[C@@H](CC)C(=O)O)SC)c4ccccc4)CCCC,SmallMolecule_882,Odevixibat,0.021024379758032397
CCC[C@]1(CC(=C(C(=O)O1)[C@H](CC)c2cccc(c2)NS(=O)(=O)c3ccc(cn3)C(F)(F)F)O)CCc4ccccc4,SmallMolecule_1216,Tipranavir,0.021026388023438147
CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)OP(=O)(O)O)S(=O)(=O)c3ccc(cc3)N,SmallMolecule_532,Fosamprenavir,0.021048195589201124
Cn1cc(c2c1cccc2)C(=O)[C@@H]3CCc4c(nc[nH]4)C3,SmallMolecule_1029,Ramosetron,0.021056953174695137
CCCCC[C@@H](CC[C@@H]1[C@H]2Cc3cccc(c3C[C@H]2C[C@H]1O)OCC(=O)O)O,SmallMolecule_1248,Treprostinil,0.021165748333348722
CN(C)C/C=C/C(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F,SmallMolecule_26,Afatinib,0.02121046658204917
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@@H]5C[C@@H]6c7cccc8c7c(c[nH]8)C[C@H]6N(C5)C,SmallMolecule_362,Dihydroergotamine,0.021298047781519225
c1ccc(cc1)[C@H]([C@H]2CC[C@H](N2)Cc3ccc(cc3)NC(=O)[C@@H]4CCc5n4c(=O)ccn5)O,SmallMolecule_1306,Vibegron,0.02130406386127881
CN(C)Cc1c2c(=O)n(c(=O)n(c2sc1c3ccc(cc3)NC(=O)NOC)Cc4c(cccc4F)F)c5ccc(nn5)OC,SmallMolecule_1038,Relugolix,0.021306089834637998
CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2nccc4)Cl)CC1,SmallMolecule_714,Loratadine,0.02133386569173834
c1cc2c(cc1C#N)c(c[nH]2)CCCCN3CCN(CC3)c4ccc5c(c4)cc(o5)C(=O)N,SmallMolecule_1307,Vilazodone,0.021335114977484415
COCCCN1CCC(CC1)NC(=O)c2cc(c(c3c2OCC3)N)Cl,SmallMolecule_1008,Prucalopride,0.02135163125566686
CCOC(=O)c1ccc(nc1)C#Cc2ccc3c(c2)C(CCS3)(C)C,SmallMolecule_1174,Tazarotene,0.021496748407902277
C=CC(=O)N1CCC(CC1)c2ccc(c(n2)c3ccc(cc3)Oc4ccccc4)C(=O)N,SmallMolecule_906,Orelabrutinib,0.021522801797170477
CCN1CCN(CC1)Cc2ccc(nc2)Nc3ncc(c(n3)c4cc5c(c(c4)F)nc(n5C(C)C)C)F,SmallMolecule_2,Abemaciclib,0.021538212993307493
CC(C)(C)[C@H]1C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)Oc5c(nc6ccc(cc6n5)OC)CCCCC[C@@H]7C[C@H]7OC(=O)N1,SmallMolecule_575,Grazoprevir,0.02154494942068541
CN(c1[nH]c(=O)ccn1)C2CCN(CC2)c3nc4ccccc4n3Cc5ccc(cc5)F,SmallMolecule_805,Mizolastine,0.02159898586196496
c1ccc(cc1)CNC(=O)Cc2ccc(cn2)c3ccc(cc3)OCCN4CCOCC4,SmallMolecule_1218,Tirbanibulin,0.021615495247539585
Cc1cccc(c1C(=O)N2CCC[C@@H]([C@@H]2c3ccc(cc3)NC4CCCC4)C(=O)Nc5ccc(c(c5)C(F)(F)F)C)F,SmallMolecule_105,Avacopan,0.02161710290139507
CCCCC1([C@@H]([C@@H](c2c(ccc(c2)N(C)C)S(=O)(=O)C1)c3ccc(cc3)OCc4ccc(cc4)C[N@@+]56CCN(CC5)CC6)O)CCCC,SmallMolecule_737,Maralixibat,0.021648889288803153
c1cc(n2c(c1)nc(n2)NC(=O)C3CC3)c4ccc(cc4)CN5CCS(=O)(=O)CC5,SmallMolecule_504,Filgotinib,0.021710176871981735
CC[C@@H]1C[C@@]1(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]3C[C@@H]4CN3C(=O)[C@@H](NC(=O)OCC(CCCCc5cccc6c5CN(C6)C(=O)O4)(C)C)C(C)(C)C,SmallMolecule_1295,Vaniprevir,0.02172940680391
c1ccc2c(c1)c3c(n2CCC(=O)O)CC[C@H](C3)NS(=O)(=O)c4ccc(cc4)F,SmallMolecule_1026,Ramatroban,0.02174073119236286
CCCCCCCCCCCC(=O)OCN1c2cc(ccc2CCC1=O)OCCCCN3CCN(CC3)c4cccc(c4Cl)Cl,SmallMolecule_89,Aripiprazole,0.021780196085657066
CN1CC[C@H](C[C@@H]1c2[nH]c3ccccc3n2)NC(=O)Nc4ccc(cc4)C#N,SmallMolecule_566,Glasdegib,0.021784935351528367
CN1CCCC(CC1)n2c(=O)c3ccccc3c(n2)Cc4ccc(cc4)Cl,SmallMolecule_113,Azelastine,0.021814645952585532
C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)Cc3[nH]c(=O)n(n3)P(=O)(O)O)c4ccc(cc4)F,SmallMolecule_533,Fosaprepitant,0.021840758147330996
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)c2ccc3n2ncnc3N)O)O)Oc4ccccc4,SmallMolecule_1039,Remdesivir,0.021885080971563498
CCC/N=C\1/N(C(=O)/C(=C/c2ccc(c(c2)Cl)OC[C@@H](CO)O)/S1)c3ccccc3C,SmallMolecule_987,Ponesimod,0.021886968391564676
COc1cc2c(cc1OC)C(=O)C(C2)CC3CCN(CC3)Cc4ccccc4,SmallMolecule_379,Donepezil,0.022014116275855367
C[C@H]1CN([C@]12CCN(C2)c3c4cc[nH]c4ncn3)C(=O)CC#N,SmallMolecule_333,Delgocitinib,0.02201734049650539
Cc1nnc(o1)C(=O)NC(C)(C)c2nc(c(c(=O)n2C)O)C(=O)NCc3ccc(cc3)F,SmallMolecule_1024,Raltegravir,0.022041422694095036
Cc1ccc(cc1)/C(=C\CN2CCCC2)/c3cccc(n3)/C=C/C(=O)O,SmallMolecule_21,Acrivastine,0.022044675623218213
CCc1cc2c(cc1N3CCC(CC3)N4CCOCC4)C(c5c(c6ccc(cc6[nH]5)C#N)C2=O)(C)C,SmallMolecule_32,Alectinib,0.022046977806606027
C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)N(C)C(=O)c9ccccc9)OC,SmallMolecule_781,Midostaurin,0.022051680561876896
CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,SmallMolecule_537,Fosinopril,0.022072733979295878
c1ccc(cc1)C(c2ccccc2)([C@@H]3CCN(C3)CCc4ccc5c(c4)CCO5)C(=O)N,SmallMolecule_318,Darifenacin,0.022115722673229476
CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N,SmallMolecule_320,Darunavir,0.022125161371158164
CCOc1nc2cccc(c2n1Cc3ccc(cc3)c4ccccc4c5[nH]c(=O)on5)C(=O)O,SmallMolecule_115,Azilsartan,0.022141453389978416
c1cnc(nc1)N2CCN(CC2)[C@H]3C[C@H](NC3)C(=O)N4CCC(C4)(F)F,SmallMolecule_573,Gosogliptin,0.022142573821459677
Cn1c2ccccc2c(n1)C(=O)N[C@H]3C[C@H]4CCC[C@@H](C3)N4C,SmallMolecule_574,Granisetron,0.022164982752292506
CN1CCN(CC1)c2ccc(cc2)Nc3nc4ccsc4c(n3)Oc5cccc(c5)NC(=O)C=C,SmallMolecule_890,Olmutinib,0.022176046621544043
CC(C)[C@@H](C(=O)N1CCC[C@H]1c2[nH]c(cn2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,SmallMolecule_309,Daclatasvir,0.022179556432745717
CC(C)OC(=O)c1cnc(nc1c2cn(c3c2cccc3)C)Nc4cc(c(cc4OC)N(C)CCN(C)C)NC(=O)C=C,SmallMolecule_808,Mobocertinib,0.02218962593305962
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)N3CCOCC3,SmallMolecule_699,Linezolid,0.022194470546561762
CC(C)[C@@H](C(=O)N1CCC[C@H]1c2[nH]cc(n2)c3ccc(cc3)c4ccc(c5c4OCO5)c6c[nH]c(n6)[C@@H]7CCCN7C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,SmallMolecule_292,Coblopasvir,0.022226972068995487
C[C@@H](c1nc(cs1)c2ccc(cc2)C#N)[C@](Cn3c[n+](cn3)C(C)OC(=O)N(C)c4c(cccn4)COC(=O)CNC)(c5cc(ccc5F)F)O,SmallMolecule_630,Isavuconazonium,0.02225009378606546
CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,SmallMolecule_401,Ebastine,0.022310303985690227
CN1CC2CC(CC(C1)N2C)NC(=O)c3c4ccccc4[nH]n3,SmallMolecule_621,Indisetron,0.02235499254544049
CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)c1cnc(c(n1)c2ccccc2)c3ccccc3,SmallMolecule_1103,Selexipag,0.022367329220004395
